Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
117;14051000;Sparkasse Mecklenburg-Nordwest;Wismar;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i070.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
118;14051362;Sparkasse Parchim-Lübz;Parchim-Lübz;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i044.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
119;14052000;Sparkasse Mecklenburg-Schwerin;Schwerin-Ludwigslust;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i040.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
120;14061308;Volks- und Raiffeisenbank Güstrow eG;Güstrow;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
121;14091464;VR-Bank Schwerin eG;Schwerin;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
122;15050100;Müritz-Sparkasse;Müritz;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i068.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
123;15050200;SK Neubrandenburg-Demmin;Demmin;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i053.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
124;15050400;Sparkasse Uecker-Randow;Uecker-Randow;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i035.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
125;15050500;Sparkasse Vorpommern;Greifswald;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i063.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
126;15051732;Sparkasse Mecklenburg-Strelitz;Mecklenburg-Strelitz;Finanz Informatik GmbH & Co. KG (Mecklenburg-Vorpommern);DSGV;i077.s-fints-mv.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-mv.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;10.10.2010;;;;;
127;15061618;Raiffeisenbank Waren eG;Waren ;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
128;15061618;Raiffeisenbank Waren eG;Neubrandenburg, Waren;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;16.03.2009;;;;;
129;15061638;Raiffeisenbank Anklam eG;Anklam;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
130;15061658;Raiffeisenbank Pasewalk-Strasburg eG;Pasewalk-Strasburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
131;15061698;Raiffeisenbank Malchin eG;Malchin;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
132;15091674;Volksbank Demmin eG;Demmin;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
133;15091704;Volksbank Uckermark eG;Uckermark;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
134;16010111;SEB AG;Potsdam;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
135;16050000;Mittelbrandenburgische Sparkasse in Potsdam;Potsdam;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i098.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
136;16050101;Sparkasse Prignitz;Prignitz;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i014.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
137;16050202;Sparkasse Ostprignitz-Ruppin;Ostprignitz-Ruppin;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i016.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
138;16060122;Volks- und Raiffeisenbank Prignitz eG;Prignitz;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
139;16061938;Raiffeisenbank Ostprignitz-Ruppin eG;Ostprignitz-Ruppin;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
140;16062008;Volksbank Teltow-Fläming eG;Teltow;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
141;16062073;Brandenburger Bank Volksbank-Raiffeisenbank eG;Brandenburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
142;16091994;Volksbank Rathenow eG;Rathenow;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
143;17052000;Sparkasse Barnim;Barmin;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i042.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
144;17052302;Stadtsparkasse Schwedt;Schwedt;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i056.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
145;17054040;Sparkasse Märkisch-Oderland;Strausberg;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i101.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
146;17055050;Sparkasse Oder-Spree;Frankfurt (Oder);Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i106.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
147;17056060;Sparkasse Uckermark;Prenzlau;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i025.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
148;17062428;Raiffeisen-Volksbank Oder-Spree eG;Oder-Spree ;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
149;17092404;Volks- und Raiffeisenbank Fürstenw. Seelow Wriezen eG;Fürstenwalde ;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
150;18050000;Sparkasse Spree-Neiße;Cottbus;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i119.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
151;18051000;Sparkasse Elbe-Elster;Finsterwalde;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i108.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
152;18055000;Sparkasse Niederlausitz;Senftenberg Niederlausitz;Finanz Informatik GmbH & Co. KG (Brandenburg);DSGV;i114.s-fints-bb.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-bb.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.10.2010;;;;;
153;18062638;Raiffeisenbank Bad Liebenwerda eG;Bad Liebenwerda;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
154;18062678;NL Bank Volks- und Raiffeisenbank eG;Herzberg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
155;18062758;Volks- und Raiffeisenbank Forst eG;Forst;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
156;18092684;Spreewaldbank eG Volksbank-Raiffeisenbank;Lübben;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
157;18092744;Volksbank Spremberg-Bad Muskau eG;Bad Muskau;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
158;20010020;Postbank (Giro);Hamburg;eigenes Rechenzentrum;VÖB;;;2.2;;;;;;;;;;;;https://hbci.postbank.de/banking/hbci.do;HBCI 2.2 Erweiterung PIN/TAN V1.01;04.07.2005;;;;;
159;20010111;SEB AG;Hamburg;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
160;20030300;Donner & Reuschel Aktiengesellschaft;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.03.2011;;;;;
161;20030400;Marcard,Stein & Co GmbH;Hamburg;B+S Banksysteme AG;BDB;online-banking.marcard.de ;188.21.13.35;3.0;;ja;ja;;;;;;ja;;ja;https://online-banking.marcard.de/fints/;FinTS V3.0;02.05.2011;;;;;
162;20030600;Sydbank A/S;Hamburg;BV Zahlungssysteme GmbH;BdB;sydbank.hbciservice.de;;3.0;;ja;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;02.03.2007;;;;;
163;20030700;Merck Finck & Co.;Hamburg;BV Zahlungssysteme GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;3.0;;ja;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;08.10.2010;;;;;
164;20050550;Hamburger Sparkasse;Hamburg;eigenes Rechenzentrum;DSGV;online-banking.haspa.de;94.126.73.19;2.2;;ja;;;;;;;;;;https://ssl2.haspa.de/OnlineBankingFinTS/pintan   ;FinTS V3.0;24.02.2009;;;;;
165;20069111;Norderstedter Bank eG;Norderstedt;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
166;20069125;Raiffeisenbank Kaltenkirchen eG;Kaltenkirchen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
167;20069130;Raiffeisen- und Volksbank Bad Bramstedt eG;Bad Bramstedt;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
168;20069140;Raiffeisenbank Quickborn eG;Quickborn;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
169;20069144;Raiffeisenbank Seestermühe eG;Seestermühe;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
170;20069177;Raiffeisenbank Südstormarn eG;Südstormarn;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
171;20069232;Raiffeisenbank Struvenhütten eG;Struvenhütten;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
172;20069641;Raiffeisenbank Owschlag eG;Owschlag;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
173;20069780;Volksbank Ahlerstedt eG;Ahlerstedt;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
174;20069782;Volksbank Geest eG;Geest;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
175;20069786;Volksbank Kehdingen eG;Kehdingen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
176;20069800;Spar- und Kreditbank eG;Hammah;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
177;20069812;Volksbank Fredenbeck eG;Fredenbeck;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
178;20069815;Volksbank Oldendorf eG;Oldendorf;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
179;20069836;Raiffeisenbank Krummesse eG;Krummesse;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
180;20069861;Raiffeisenbank Ratzeburg eG;Ratzeburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
181;20069882;Raiffeisenbank Travemünde eG;Travemünde;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
182;20069965;Volksbank Winsener Marsch eG;Winsener Marsch;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
183;20069989;Volksbank Wulfsen eG;Wulfsen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
184;20090400;Deutsche Genossenschafts-Hypothekenbank AG;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
185;20090500;netbank AG;Hamburg;Sparda-Datenverarbeitung eG;BdB;;;;;;;;;;;;;;;https://www.bankingonline.de/hbci/pintan/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;22.03.2011;;;;;
186;20090700;EDEKABANK AG;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
187;20090745;EBANK Gf Cash;Hamburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
188;20090900;PSD Bank Nord;Hamburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
189;20120100;Bankhaus M.M.Warburg & CO KGaA ;Hamburg;B+S Banksysteme AG;BdB;www.warburg-bank.de;188.21.13.34;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;https://www.warburg-bank.de/fints;HBCI 2.2 Erweiterung PIN/TAN V1.01;01.07.2010;;;;;
190;20120600;Goyer & Göppel;Hamburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
191;20130400;GRENKE BANK;Hamburg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
192;20190003;Hamburger Bank von 1861 Volksbank eG;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
193;20190003;Hamburger Bank v. 1861;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;16.03.2009;;;;;
194;20190109;Volksbank Stormarn eG;Stormarn;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
195;20190301;Vierländer Volksbank eG;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
196;20190800;MKB Mittelstandskreditbank Aktiengesellschaft;Hamburg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
197;20690500;Sparda-Bank Hamburg eG;Hamburg;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;https://www.bankingonline.de/hbci/pintan/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;27.01.2011;;;;;
198;20750000;Sparkasse Harburg-Buxtehude;Harburg-Buxtehude;Finanz Informatik GmbH & Co. KG (Niedersachsen);DSGV;i011.s-fints-ni.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-ni.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;08.08.2009;;;;;
199;21010111;SEB AG;Kiel;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
200;21010228;Bank Companie Nord AG;Kiel;BV Zahlungssysteme GmbH;;;;;;;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;26.02.2007;;;;;
201;21020600;Sydbank A/S;Kiel;BV Zahlungssysteme GmbH;BdB;sydbank.hbciservice.de;;3.0;;ja;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;02.03.2007;;;;;
202;21050000;HSH Nordbank AG;Hamburg-Kiel;Betriebscenter für Banken AG;DSGV;;;;;;;;;;;;;;;https://homebanking.hsh-nordbank-banking.de/tristan/hbci ;FinTS V3.0;01.11.2010;;;;;
203;21050170;Förde Sparkasse;Kiel;Finanz Informatik GmbH & Co. KG (Schleswig-Holstein);DSGV;i034.s-fints-sh.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-sh.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;11.07.2010;;;;;
204;21051275;Bordesholmer Sparkasse AG;Bordesholm;Finanz Informatik GmbH & Co. KG (Schleswig-Holstein);DSGV;i079.s-fints-sh.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-sh.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;11.07.2010;;;;;
205;21060237;Ev. Darlehnsgenossenschaft eG;Kiel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
206;21064045;Raiffeisenbank Im Kreis Plön eG;Plön;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
207;21090007;Kieler Volksbank eG;Kiel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
208;21090801;Beamtenbank zu Kiel eG;Kiel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
209;21090900;PSD Bank Kiel;Kiel;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
210;21092023;Eckernförder Bank eG Volksbank-Raiffeisenbank;Eckernförde;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
211;21210111;SEB AG;Neumünster, Holst;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
212;21290016;VB RB eG, Neumünster;Neumünster, Wasbek;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;16.03.2009;;;;;
213;21290016;Volksbank Neumünster eG;Neumünster;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
214;21352240;Sparkasse Holstein;Eutin;Finanz Informatik GmbH & Co. KG (Schleswig-Holstein);DSGV;i029.s-fints-sh.de;;2.2;ja;;;;;;;;;;;https://banking.s-fints-pt-sh.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;11.07.2010;;;;;
215;21390008;Volksbank Ostholstein Nord eG;Ostholstein;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
216;21392218;Volksbank-Raiffeisenbank Eutin eG;Eutin;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
